STATE,BIOME,regionkey,Specie
AC,Amazonia,ACAmazonia,Terminalia grandis
AC,Amazonia,ACAmazonia,Hymenaea courbaril
AC,Amazonia,ACAmazonia,Bixa orellana
AC,Amazonia,ACAmazonia,Guazuma ulmifolia
AC,Amazonia,ACAmazonia,Apeiba tibourbou
AC,Amazonia,ACAmazonia,Handroanthus impetiginosus
AC,Amazonia,ACAmazonia,Schizolobium parahyba var. amazonicum
AC,Amazonia,ACAmazonia,Mabea fistulifera
AC,Amazonia,ACAmazonia,Psidium guajava
AC,Amazonia,ACAmazonia,Senegalia polyphylla
AC,Amazonia,ACAmazonia,Spondias mombin
AC,Amazonia,ACAmazonia,Senna alata
AC,Amazonia,ACAmazonia,Trema micranthum
AC,Amazonia,ACAmazonia,Samanea tubulosa
AC,Amazonia,ACAmazonia,Solanum crinitum
AC,Amazonia,ACAmazonia,Handroanthus serratifolius
AC,Amazonia,ACAmazonia,Emmotum nitens
AC,Amazonia,ACAmazonia,Enterolobium schomburgkii
AC,Amazonia,ACAmazonia,Parkia multijuga
AC,Amazonia,ACAmazonia,Apuleia leiocarpa
AC,Amazonia,ACAmazonia,Parkia pendula
AC,Amazonia,ACAmazonia,Hymenaea intermedia
AC,Amazonia,ACAmazonia,Cedrela fissilis
AC,Amazonia,ACAmazonia,Trattinnickia rhoifolia
AL,Mata Atlantica,ALMata Atlantica,Hymenaea courbaril
AL,Mata Atlantica,ALMata Atlantica,Bixa orellana
AL,Mata Atlantica,ALMata Atlantica,Guazuma ulmifolia
AL,Mata Atlantica,ALMata Atlantica,Cecropia pachystachya
AL,Mata Atlantica,ALMata Atlantica,Apeiba tibourbou
AL,Mata Atlantica,ALMata Atlantica,Astronium fraxinifolium
AL,Mata Atlantica,ALMata Atlantica,Astronium urundeuva
AL,Mata Atlantica,ALMata Atlantica,Handroanthus impetiginosus
AL,Mata Atlantica,ALMata Atlantica,Psidium guajava
AL,Mata Atlantica,ALMata Atlantica,Senegalia polyphylla
AL,Mata Atlantica,ALMata Atlantica,Senna alata
AL,Mata Atlantica,ALMata Atlantica,Trema micranthum
AL,Mata Atlantica,ALMata Atlantica,Handroanthus serratifolius
AL,Mata Atlantica,ALMata Atlantica,Psidium cattleyanum
AL,Mata Atlantica,ALMata Atlantica,Apuleia leiocarpa
AL,Mata Atlantica,ALMata Atlantica,Schinus terebinthifolia
AL,Mata Atlantica,ALMata Atlantica,Pterogyne nitens
AL,Mata Atlantica,ALMata Atlantica,Cedrela fissilis
AL,Mata Atlantica,ALMata Atlantica,Andira fraxinifolia
AM,Amazonia,AMAmazonia,Terminalia grandis
AM,Amazonia,AMAmazonia,Terminalia tetraphylla
AM,Amazonia,AMAmazonia,Hymenaea courbaril
AM,Amazonia,AMAmazonia,Bixa orellana
AM,Amazonia,AMAmazonia,Guazuma ulmifolia
AM,Amazonia,AMAmazonia,Apeiba tibourbou
AM,Amazonia,AMAmazonia,Schizolobium parahyba var. amazonicum
AM,Amazonia,AMAmazonia,Mabea fistulifera
AM,Amazonia,AMAmazonia,Psidium guajava
AM,Amazonia,AMAmazonia,Senegalia polyphylla
AM,Amazonia,AMAmazonia,Spondias mombin
AM,Amazonia,AMAmazonia,Senna alata
AM,Amazonia,AMAmazonia,Trema micranthum
AM,Amazonia,AMAmazonia,Curatella americana
AM,Amazonia,AMAmazonia,Samanea tubulosa
AM,Amazonia,AMAmazonia,Tachigali vulgaris
AM,Amazonia,AMAmazonia,Solanum crinitum
AM,Amazonia,AMAmazonia,Handroanthus serratifolius
AM,Amazonia,AMAmazonia,Emmotum nitens
AM,Amazonia,AMAmazonia,Enterolobium schomburgkii
AM,Amazonia,AMAmazonia,Parkia multijuga
AM,Amazonia,AMAmazonia,Apuleia leiocarpa
AM,Amazonia,AMAmazonia,Parkia pendula
AM,Amazonia,AMAmazonia,Ormosia paraensis
AM,Amazonia,AMAmazonia,Hymenaea intermedia
AM,Amazonia,AMAmazonia,Cedrela fissilis
AM,Amazonia,AMAmazonia,Trattinnickia rhoifolia
AM,Amazonia,AMAmazonia,Copaifera martii
AP,Amazonia,APAmazonia,Terminalia tetraphylla
AP,Amazonia,APAmazonia,Hymenaea courbaril
AP,Amazonia,APAmazonia,Bixa orellana
AP,Amazonia,APAmazonia,Guazuma ulmifolia
AP,Amazonia,APAmazonia,Apeiba tibourbou
AP,Amazonia,APAmazonia,Mabea fistulifera
AP,Amazonia,APAmazonia,Senegalia polyphylla
AP,Amazonia,APAmazonia,Spondias mombin
AP,Amazonia,APAmazonia,Senna alata
AP,Amazonia,APAmazonia,Trema micranthum
AP,Amazonia,APAmazonia,Curatella americana
AP,Amazonia,APAmazonia,Solanum crinitum
AP,Amazonia,APAmazonia,Handroanthus serratifolius
AP,Amazonia,APAmazonia,Enterolobium schomburgkii
AP,Amazonia,APAmazonia,Parkia pendula
AP,Amazonia,APAmazonia,Ormosia paraensis
AP,Amazonia,APAmazonia,Hymenaea intermedia
AP,Amazonia,APAmazonia,Trattinnickia rhoifolia
BA,Cerrado,BACerrado,Aristida riparia
BA,Cerrado,BACerrado,Vernonanthura polyanthes
BA,Cerrado,BACerrado,Aristida longifolia
BA,Cerrado,BACerrado,Lepidaploa aurea
BA,Cerrado,BACerrado,Schizachyrium sanguineum
BA,Cerrado,BACerrado,Guazuma ulmifolia
BA,Cerrado,BACerrado,Trachypogon spicatus
BA,Cerrado,BACerrado,Astronium fraxinifolium
BA,Cerrado,BACerrado,Astronium urundeuva
BA,Cerrado,BACerrado,Copaifera langsdorffii
BA,Cerrado,BACerrado,Enterolobium contortisiliquum
BA,Cerrado,BACerrado,Loudetiopsis chrysothrix
BA,Cerrado,BACerrado,Senegalia polyphylla
BA,Cerrado,BACerrado,Hymenaea stigonocarpa
BA,Cerrado,BACerrado,Dipteryx alata
BA,Cerrado,BACerrado,Eremanthus uniflorus
BA,Cerrado,BACerrado,Machaerium opacum
BA,Cerrado,BACerrado,Anadenanthera colubrina
BA,Cerrado,BACerrado,Senna alata
BA,Cerrado,BACerrado,Terminalia argentea
BA,Cerrado,BACerrado,Byrsonima cydoniifolia
BA,Cerrado,BACerrado,Tachigali vulgaris
BA,Cerrado,BACerrado,Combretum duarteanum
BA,Cerrado,BACerrado,Emmotum nitens
BA,Cerrado,BACerrado,Terminalia corrugata
BA,Cerrado,BACerrado,Magonia pubescens
BA,Cerrado,BACerrado,Handroanthus ochraceus
BA,Cerrado,BACerrado,Caryocar brasiliense
BA,Cerrado,BACerrado,Solanum lycocarpum
BA,Cerrado,BACerrado,Pterogyne nitens
BA,Cerrado,BACerrado,Tachigali aurea
BA,Cerrado,BACerrado,Simarouba versicolor
BA,Cerrado,BACerrado,Anadenanthera peregrina
BA,Cerrado,BACerrado,Dalbergia miscolobium
BA,Cerrado,BACerrado,Dimorphandra mollis
BA,Cerrado,BACerrado,Terminalia fagifolia
BA,Mata Atlantica,BAMata Atlantica,Hymenaea courbaril
BA,Mata Atlantica,BAMata Atlantica,Bixa orellana
BA,Mata Atlantica,BAMata Atlantica,Guazuma ulmifolia
BA,Mata Atlantica,BAMata Atlantica,Cecropia pachystachya
BA,Mata Atlantica,BAMata Atlantica,Apeiba tibourbou
BA,Mata Atlantica,BAMata Atlantica,Astronium fraxinifolium
BA,Mata Atlantica,BAMata Atlantica,Astronium urundeuva
BA,Mata Atlantica,BAMata Atlantica,Handroanthus impetiginosus
BA,Mata Atlantica,BAMata Atlantica,Copaifera langsdorffii
BA,Mata Atlantica,BAMata Atlantica,Enterolobium contortisiliquum
BA,Mata Atlantica,BAMata Atlantica,Maclura tinctoria
BA,Mata Atlantica,BAMata Atlantica,Mabea fistulifera
BA,Mata Atlantica,BAMata Atlantica,Enterolobium timbouva
BA,Mata Atlantica,BAMata Atlantica,Psidium guajava
BA,Mata Atlantica,BAMata Atlantica,Senegalia polyphylla
BA,Mata Atlantica,BAMata Atlantica,Ceiba speciosa
BA,Mata Atlantica,BAMata Atlantica,Anadenanthera colubrina
BA,Mata Atlantica,BAMata Atlantica,Senna alata
BA,Mata Atlantica,BAMata Atlantica,Trema micranthum
BA,Mata Atlantica,BAMata Atlantica,Handroanthus serratifolius
BA,Mata Atlantica,BAMata Atlantica,Emmotum nitens
BA,Mata Atlantica,BAMata Atlantica,Psidium cattleyanum
BA,Mata Atlantica,BAMata Atlantica,Handroanthus ochraceus
BA,Mata Atlantica,BAMata Atlantica,Schizolobium parahyba var. parahyba
BA,Mata Atlantica,BAMata Atlantica,Apuleia leiocarpa
BA,Mata Atlantica,BAMata Atlantica,Schinus terebinthifolia
BA,Mata Atlantica,BAMata Atlantica,Pterogyne nitens
BA,Mata Atlantica,BAMata Atlantica,Anadenanthera peregrina
BA,Mata Atlantica,BAMata Atlantica,Cedrela fissilis
BA,Mata Atlantica,BAMata Atlantica,Syagrus romanzoffiana
BA,Mata Atlantica,BAMata Atlantica,Andira fraxinifolia
DF,Cerrado,DFCerrado,Aristida riparia
DF,Cerrado,DFCerrado,Aristida longifolia
DF,Cerrado,DFCerrado,Lepidaploa aurea
DF,Cerrado,DFCerrado,Schizachyrium sanguineum
DF,Cerrado,DFCerrado,Guazuma ulmifolia
DF,Cerrado,DFCerrado,Trachypogon spicatus
DF,Cerrado,DFCerrado,Astronium fraxinifolium
DF,Cerrado,DFCerrado,Astronium urundeuva
DF,Cerrado,DFCerrado,Copaifera langsdorffii
DF,Cerrado,DFCerrado,Enterolobium contortisiliquum
DF,Cerrado,DFCerrado,Loudetiopsis chrysothrix
DF,Cerrado,DFCerrado,Senegalia polyphylla
DF,Cerrado,DFCerrado,Hymenaea stigonocarpa
DF,Cerrado,DFCerrado,Dipteryx alata
DF,Cerrado,DFCerrado,Machaerium opacum
DF,Cerrado,DFCerrado,Anadenanthera colubrina
DF,Cerrado,DFCerrado,Senna alata
DF,Cerrado,DFCerrado,Terminalia argentea
DF,Cerrado,DFCerrado,Byrsonima cydoniifolia
DF,Cerrado,DFCerrado,Tachigali vulgaris
DF,Cerrado,DFCerrado,Combretum duarteanum
DF,Cerrado,DFCerrado,Emmotum nitens
DF,Cerrado,DFCerrado,Terminalia corrugata
DF,Cerrado,DFCerrado,Magonia pubescens
DF,Cerrado,DFCerrado,Handroanthus ochraceus
DF,Cerrado,DFCerrado,Caryocar brasiliense
DF,Cerrado,DFCerrado,Solanum lycocarpum
DF,Cerrado,DFCerrado,Tachigali aurea
DF,Cerrado,DFCerrado,Simarouba versicolor
DF,Cerrado,DFCerrado,Anadenanthera peregrina
DF,Cerrado,DFCerrado,Dalbergia miscolobium
DF,Cerrado,DFCerrado,Dimorphandra mollis
DF,Cerrado,DFCerrado,Terminalia fagifolia
ES,Mata Atlantica,ESMata Atlantica,Hymenaea courbaril
ES,Mata Atlantica,ESMata Atlantica,Bixa orellana
ES,Mata Atlantica,ESMata Atlantica,Guazuma ulmifolia
ES,Mata Atlantica,ESMata Atlantica,Cecropia pachystachya
ES,Mata Atlantica,ESMata Atlantica,Apeiba tibourbou
ES,Mata Atlantica,ESMata Atlantica,Astronium urundeuva
ES,Mata Atlantica,ESMata Atlantica,Handroanthus impetiginosus
ES,Mata Atlantica,ESMata Atlantica,Copaifera langsdorffii
ES,Mata Atlantica,ESMata Atlantica,Enterolobium contortisiliquum
ES,Mata Atlantica,ESMata Atlantica,Maclura tinctoria
ES,Mata Atlantica,ESMata Atlantica,Mabea fistulifera
ES,Mata Atlantica,ESMata Atlantica,Psidium guajava
ES,Mata Atlantica,ESMata Atlantica,Senegalia polyphylla
ES,Mata Atlantica,ESMata Atlantica,Ceiba speciosa
ES,Mata Atlantica,ESMata Atlantica,Senna alata
ES,Mata Atlantica,ESMata Atlantica,Trema micranthum
ES,Mata Atlantica,ESMata Atlantica,Handroanthus serratifolius
ES,Mata Atlantica,ESMata Atlantica,Psidium cattleyanum
ES,Mata Atlantica,ESMata Atlantica,Handroanthus ochraceus
ES,Mata Atlantica,ESMata Atlantica,Schizolobium parahyba var. parahyba
ES,Mata Atlantica,ESMata Atlantica,Apuleia leiocarpa
ES,Mata Atlantica,ESMata Atlantica,Schinus terebinthifolia
ES,Mata Atlantica,ESMata Atlantica,Pterogyne nitens
ES,Mata Atlantica,ESMata Atlantica,Cedrela fissilis
ES,Mata Atlantica,ESMata Atlantica,Syagrus romanzoffiana
ES,Mata Atlantica,ESMata Atlantica,Andira fraxinifolia
GO,Cerrado,GOCerrado,Aristida riparia
GO,Cerrado,GOCerrado,Aristida longifolia
GO,Cerrado,GOCerrado,Lepidaploa aurea
GO,Cerrado,GOCerrado,Schizachyrium sanguineum
GO,Cerrado,GOCerrado,Guazuma ulmifolia
GO,Cerrado,GOCerrado,Trachypogon spicatus
GO,Cerrado,GOCerrado,Astronium fraxinifolium
GO,Cerrado,GOCerrado,Astronium urundeuva
GO,Cerrado,GOCerrado,Copaifera langsdorffii
GO,Cerrado,GOCerrado,Enterolobium contortisiliquum
GO,Cerrado,GOCerrado,Loudetiopsis chrysothrix
GO,Cerrado,GOCerrado,Senegalia polyphylla
GO,Cerrado,GOCerrado,Hymenaea stigonocarpa
GO,Cerrado,GOCerrado,Dipteryx alata
GO,Cerrado,GOCerrado,Eremanthus uniflorus
GO,Cerrado,GOCerrado,Machaerium opacum
GO,Cerrado,GOCerrado,Anadenanthera colubrina
GO,Cerrado,GOCerrado,Senna alata
GO,Cerrado,GOCerrado,Terminalia argentea
GO,Cerrado,GOCerrado,Byrsonima cydoniifolia
GO,Cerrado,GOCerrado,Tachigali vulgaris
GO,Cerrado,GOCerrado,Combretum duarteanum
GO,Cerrado,GOCerrado,Emmotum nitens
GO,Cerrado,GOCerrado,Terminalia corrugata
GO,Cerrado,GOCerrado,Magonia pubescens
GO,Cerrado,GOCerrado,Handroanthus ochraceus
GO,Cerrado,GOCerrado,Caryocar brasiliense
GO,Cerrado,GOCerrado,Solanum lycocarpum
GO,Cerrado,GOCerrado,Pterogyne nitens
GO,Cerrado,GOCerrado,Tachigali aurea
GO,Cerrado,GOCerrado,Simarouba versicolor
GO,Cerrado,GOCerrado,Anadenanthera peregrina
GO,Cerrado,GOCerrado,Dalbergia miscolobium
GO,Cerrado,GOCerrado,Dimorphandra mollis
GO,Cerrado,GOCerrado,Terminalia fagifolia
GO,Mata Atlantica,GOMata Atlantica,Hymenaea courbaril
GO,Mata Atlantica,GOMata Atlantica,Bixa orellana
GO,Mata Atlantica,GOMata Atlantica,Guazuma ulmifolia
GO,Mata Atlantica,GOMata Atlantica,Cecropia pachystachya
GO,Mata Atlantica,GOMata Atlantica,Apeiba tibourbou
GO,Mata Atlantica,GOMata Atlantica,Astronium fraxinifolium
GO,Mata Atlantica,GOMata Atlantica,Astronium urundeuva
GO,Mata Atlantica,GOMata Atlantica,Handroanthus impetiginosus
GO,Mata Atlantica,GOMata Atlantica,Copaifera langsdorffii
GO,Mata Atlantica,GOMata Atlantica,Enterolobium contortisiliquum
GO,Mata Atlantica,GOMata Atlantica,Maclura tinctoria
GO,Mata Atlantica,GOMata Atlantica,Mabea fistulifera
GO,Mata Atlantica,GOMata Atlantica,Enterolobium timbouva
GO,Mata Atlantica,GOMata Atlantica,Senegalia polyphylla
GO,Mata Atlantica,GOMata Atlantica,Ceiba speciosa
GO,Mata Atlantica,GOMata Atlantica,Anadenanthera colubrina
GO,Mata Atlantica,GOMata Atlantica,Senna alata
GO,Mata Atlantica,GOMata Atlantica,Trema micranthum
GO,Mata Atlantica,GOMata Atlantica,Samanea tubulosa
GO,Mata Atlantica,GOMata Atlantica,Handroanthus serratifolius
GO,Mata Atlantica,GOMata Atlantica,Emmotum nitens
GO,Mata Atlantica,GOMata Atlantica,Handroanthus ochraceus
