STATE,BIOME,regionkey,Specie
RO,Amazonia,ROAmazonia,Ceiba speciosa
RO,Amazonia,ROAmazonia,Senna alata
RO,Amazonia,ROAmazonia,Trema micranthum
RO,Amazonia,ROAmazonia,Curatella americana
RO,Amazonia,ROAmazonia,Samanea tubulosa
RO,Amazonia,ROAmazonia,Solanum crinitum
RO,Amazonia,ROAmazonia,Handroanthus serratifolius
RO,Amazonia,ROAmazonia,Emmotum nitens
RO,Amazonia,ROAmazonia,Enterolobium schomburgkii
RO,Amazonia,ROAmazonia,Parkia multijuga
RO,Amazonia,ROAmazonia,Apuleia leiocarpa
RO,Amazonia,ROAmazonia,Parkia pendula
RO,Amazonia,ROAmazonia,Ormosia paraensis
RO,Amazonia,ROAmazonia,Hymenaea intermedia
RO,Amazonia,ROAmazonia,Cedrela fissilis
RO,Amazonia,ROAmazonia,Trattinnickia rhoifolia
RO,Cerrado,ROCerrado,Aristida riparia
RO,Cerrado,ROCerrado,Schizachyrium sanguineum
RO,Cerrado,ROCerrado,Guazuma ulmifolia
RO,Cerrado,ROCerrado,Trachypogon spicatus
RO,Cerrado,ROCerrado,Astronium urundeuva
RO,Cerrado,ROCerrado,Copaifera langsdorffii
RO,Cerrado,ROCerrado,Loudetiopsis chrysothrix
RO,Cerrado,ROCerrado,Senegalia polyphylla
RO,Cerrado,ROCerrado,Dipteryx alata
RO,Cerrado,ROCerrado,Senna alata
RO,Cerrado,ROCerrado,Emmotum nitens
RO,Cerrado,ROCerrado,Terminalia corrugata
RO,Cerrado,ROCerrado,Magonia pubescens
RO,Cerrado,ROCerrado,Simarouba versicolor
RO,Cerrado,ROCerrado,Dalbergia miscolobium
RO,Cerrado,ROCerrado,Dimorphandra mollis
RR,Amazonia,RRAmazonia,Terminalia grandis
RR,Amazonia,RRAmazonia,Terminalia tetraphylla
RR,Amazonia,RRAmazonia,Hymenaea courbaril
RR,Amazonia,RRAmazonia,Bixa orellana
RR,Amazonia,RRAmazonia,Guazuma ulmifolia
RR,Amazonia,RRAmazonia,Apeiba tibourbou
RR,Amazonia,RRAmazonia,Spondias mombin
RR,Amazonia,RRAmazonia,Trema micranthum
RR,Amazonia,RRAmazonia,Curatella americana
RR,Amazonia,RRAmazonia,Solanum crinitum
RR,Amazonia,RRAmazonia,Handroanthus serratifolius
RR,Amazonia,RRAmazonia,Enterolobium schomburgkii
RR,Amazonia,RRAmazonia,Apuleia leiocarpa
RR,Amazonia,RRAmazonia,Parkia pendula
RR,Amazonia,RRAmazonia,Ormosia paraensis
RR,Amazonia,RRAmazonia,Hymenaea intermedia
RR,Amazonia,RRAmazonia,Trattinnickia rhoifolia
RS,Mata Atlantica,RSMata Atlantica,Bixa orellana
RS,Mata Atlantica,RSMata Atlantica,Guazuma ulmifolia
RS,Mata Atlantica,RSMata Atlantica,Cecropia pachystachya
RS,Mata Atlantica,RSMata Atlantica,Astronium urundeuva
RS,Mata Atlantica,RSMata Atlantica,Copaifera langsdorffii
RS,Mata Atlantica,RSMata Atlantica,Enterolobium contortisiliquum
RS,Mata Atlantica,RSMata Atlantica,Maclura tinctoria
RS,Mata Atlantica,RSMata Atlantica,Psidium guajava
RS,Mata Atlantica,RSMata Atlantica,Ceiba speciosa
RS,Mata Atlantica,RSMata Atlantica,Senna alata
RS,Mata Atlantica,RSMata Atlantica,Trema micranthum
RS,Mata Atlantica,RSMata Atlantica,Psidium cattleyanum
RS,Mata Atlantica,RSMata Atlantica,Apuleia leiocarpa
RS,Mata Atlantica,RSMata Atlantica,Schinus terebinthifolia
RS,Mata Atlantica,RSMata Atlantica,Pterogyne nitens
RS,Mata Atlantica,RSMata Atlantica,Cedrela fissilis
RS,Mata Atlantica,RSMata Atlantica,Syagrus romanzoffiana
RS,Mata Atlantica,RSMata Atlantica,Andira fraxinifolia
SC,Mata Atlantica,SCMata Atlantica,Bixa orellana
SC,Mata Atlantica,SCMata Atlantica,Guazuma ulmifolia
SC,Mata Atlantica,SCMata Atlantica,Cecropia pachystachya
SC,Mata Atlantica,SCMata Atlantica,Astronium urundeuva
SC,Mata Atlantica,SCMata Atlantica,Enterolobium contortisiliquum
SC,Mata Atlantica,SCMata Atlantica,Maclura tinctoria
SC,Mata Atlantica,SCMata Atlantica,Psidium guajava
SC,Mata Atlantica,SCMata Atlantica,Ceiba speciosa
SC,Mata Atlantica,SCMata Atlantica,Senna alata
SC,Mata Atlantica,SCMata Atlantica,Trema micranthum
SC,Mata Atlantica,SCMata Atlantica,Psidium cattleyanum
SC,Mata Atlantica,SCMata Atlantica,Schizolobium parahyba var. parahyba
SC,Mata Atlantica,SCMata Atlantica,Apuleia leiocarpa
SC,Mata Atlantica,SCMata Atlantica,Schinus terebinthifolia
SC,Mata Atlantica,SCMata Atlantica,Pterogyne nitens
SC,Mata Atlantica,SCMata Atlantica,Cedrela fissilis
SC,Mata Atlantica,SCMata Atlantica,Syagrus romanzoffiana
SC,Mata Atlantica,SCMata Atlantica,Andira fraxinifolia
SE,Mata Atlantica,SEMata Atlantica,Hymenaea courbaril
SE,Mata Atlantica,SEMata Atlantica,Bixa orellana
SE,Mata Atlantica,SEMata Atlantica,Guazuma ulmifolia
SE,Mata Atlantica,SEMata Atlantica,Cecropia pachystachya
SE,Mata Atlantica,SEMata Atlantica,Apeiba tibourbou
SE,Mata Atlantica,SEMata Atlantica,Astronium fraxinifolium
SE,Mata Atlantica,SEMata Atlantica,Astronium urundeuva
SE,Mata Atlantica,SEMata Atlantica,Handroanthus impetiginosus
SE,Mata Atlantica,SEMata Atlantica,Maclura tinctoria
SE,Mata Atlantica,SEMata Atlantica,Enterolobium timbouva
SE,Mata Atlantica,SEMata Atlantica,Psidium guajava
SE,Mata Atlantica,SEMata Atlantica,Anadenanthera colubrina
SE,Mata Atlantica,SEMata Atlantica,Trema micranthum
SE,Mata Atlantica,SEMata Atlantica,Handroanthus serratifolius
SE,Mata Atlantica,SEMata Atlantica,Psidium cattleyanum
SE,Mata Atlantica,SEMata Atlantica,Apuleia leiocarpa
SE,Mata Atlantica,SEMata Atlantica,Schinus terebinthifolia
SE,Mata Atlantica,SEMata Atlantica,Pterogyne nitens
SE,Mata Atlantica,SEMata Atlantica,Cedrela fissilis
SE,Mata Atlantica,SEMata Atlantica,Andira fraxinifolia
SP,Cerrado,SPCerrado,Aristida riparia
SP,Cerrado,SPCerrado,Vernonanthura polyanthes
SP,Cerrado,SPCerrado,Lepidaploa aurea
SP,Cerrado,SPCerrado,Schizachyrium sanguineum
SP,Cerrado,SPCerrado,Guazuma ulmifolia
SP,Cerrado,SPCerrado,Trachypogon spicatus
SP,Cerrado,SPCerrado,Astronium urundeuva
SP,Cerrado,SPCerrado,Copaifera langsdorffii
SP,Cerrado,SPCerrado,Enterolobium contortisiliquum
SP,Cerrado,SPCerrado,Loudetiopsis chrysothrix
SP,Cerrado,SPCerrado,Senegalia polyphylla
SP,Cerrado,SPCerrado,Hymenaea stigonocarpa
SP,Cerrado,SPCerrado,Dipteryx alata
SP,Cerrado,SPCerrado,Anadenanthera colubrina
SP,Cerrado,SPCerrado,Senna alata
SP,Cerrado,SPCerrado,Terminalia argentea
SP,Cerrado,SPCerrado,Byrsonima cydoniifolia
SP,Cerrado,SPCerrado,Tachigali vulgaris
SP,Cerrado,SPCerrado,Combretum duarteanum
SP,Cerrado,SPCerrado,Magonia pubescens
SP,Cerrado,SPCerrado,Handroanthus ochraceus
SP,Cerrado,SPCerrado,Caryocar brasiliense
SP,Cerrado,SPCerrado,Solanum lycocarpum
SP,Cerrado,SPCerrado,Pterogyne nitens
SP,Cerrado,SPCerrado,Tachigali aurea
SP,Cerrado,SPCerrado,Anadenanthera peregrina
SP,Cerrado,SPCerrado,Dalbergia miscolobium
SP,Cerrado,SPCerrado,Dimorphandra mollis
SP,Mata Atlantica,SPMata Atlantica,Hymenaea courbaril
SP,Mata Atlantica,SPMata Atlantica,Bixa orellana
SP,Mata Atlantica,SPMata Atlantica,Guazuma ulmifolia
SP,Mata Atlantica,SPMata Atlantica,Cecropia pachystachya
SP,Mata Atlantica,SPMata Atlantica,Apeiba tibourbou
SP,Mata Atlantica,SPMata Atlantica,Astronium urundeuva
SP,Mata Atlantica,SPMata Atlantica,Handroanthus impetiginosus
SP,Mata Atlantica,SPMata Atlantica,Copaifera langsdorffii
SP,Mata Atlantica,SPMata Atlantica,Enterolobium contortisiliquum
SP,Mata Atlantica,SPMata Atlantica,Maclura tinctoria
SP,Mata Atlantica,SPMata Atlantica,Mabea fistulifera
SP,Mata Atlantica,SPMata Atlantica,Enterolobium timbouva
SP,Mata Atlantica,SPMata Atlantica,Psidium guajava
SP,Mata Atlantica,SPMata Atlantica,Senegalia polyphylla
SP,Mata Atlantica,SPMata Atlantica,Ceiba speciosa
SP,Mata Atlantica,SPMata Atlantica,Anadenanthera colubrina
SP,Mata Atlantica,SPMata Atlantica,Senna alata
SP,Mata Atlantica,SPMata Atlantica,Trema micranthum
SP,Mata Atlantica,SPMata Atlantica,Handroanthus serratifolius
SP,Mata Atlantica,SPMata Atlantica,Psidium cattleyanum
SP,Mata Atlantica,SPMata Atlantica,Handroanthus ochraceus
SP,Mata Atlantica,SPMata Atlantica,Schizolobium parahyba var. parahyba
SP,Mata Atlantica,SPMata Atlantica,Apuleia leiocarpa
SP,Mata Atlantica,SPMata Atlantica,Schinus terebinthifolia
SP,Mata Atlantica,SPMata Atlantica,Pterogyne nitens
SP,Mata Atlantica,SPMata Atlantica,Anadenanthera peregrina
SP,Mata Atlantica,SPMata Atlantica,Cedrela fissilis
SP,Mata Atlantica,SPMata Atlantica,Syagrus romanzoffiana
SP,Mata Atlantica,SPMata Atlantica,Andira fraxinifolia
TO,Amazonia,TOAmazonia,Terminalia tetraphylla
TO,Amazonia,TOAmazonia,Hymenaea courbaril
TO,Amazonia,TOAmazonia,Bixa orellana
TO,Amazonia,TOAmazonia,Guazuma ulmifolia
TO,Amazonia,TOAmazonia,Cecropia pachystachya
TO,Amazonia,TOAmazonia,Apeiba tibourbou
TO,Amazonia,TOAmazonia,Astronium fraxinifolium
TO,Amazonia,TOAmazonia,Handroanthus impetiginosus
TO,Amazonia,TOAmazonia,Mabea fistulifera
TO,Amazonia,TOAmazonia,Senegalia polyphylla
TO,Amazonia,TOAmazonia,Spondias mombin
TO,Amazonia,TOAmazonia,Ceiba speciosa
TO,Amazonia,TOAmazonia,Senna alata
TO,Amazonia,TOAmazonia,Trema micranthum
TO,Amazonia,TOAmazonia,Curatella americana
TO,Amazonia,TOAmazonia,Samanea tubulosa
TO,Amazonia,TOAmazonia,Tachigali vulgaris
TO,Amazonia,TOAmazonia,Solanum crinitum
TO,Amazonia,TOAmazonia,Handroanthus serratifolius
TO,Amazonia,TOAmazonia,Enterolobium schomburgkii
TO,Amazonia,TOAmazonia,Parkia multijuga
TO,Amazonia,TOAmazonia,Apuleia leiocarpa
TO,Amazonia,TOAmazonia,Parkia pendula
TO,Amazonia,TOAmazonia,Hymenaea intermedia
TO,Amazonia,TOAmazonia,Cedrela fissilis
TO,Amazonia,TOAmazonia,Copaifera martii
TO,Cerrado,TOCerrado,Aristida longifolia
TO,Cerrado,TOCerrado,Lepidaploa aurea
TO,Cerrado,TOCerrado,Schizachyrium sanguineum
TO,Cerrado,TOCerrado,Guazuma ulmifolia
TO,Cerrado,TOCerrado,Trachypogon spicatus
TO,Cerrado,TOCerrado,Astronium fraxinifolium
TO,Cerrado,TOCerrado,Astronium urundeuva
TO,Cerrado,TOCerrado,Copaifera langsdorffii
TO,Cerrado,TOCerrado,Loudetiopsis chrysothrix
TO,Cerrado,TOCerrado,Senegalia polyphylla
TO,Cerrado,TOCerrado,Hymenaea stigonocarpa
TO,Cerrado,TOCerrado,Dipteryx alata
TO,Cerrado,TOCerrado,Machaerium opacum
TO,Cerrado,TOCerrado,Senna alata
TO,Cerrado,TOCerrado,Terminalia argentea
TO,Cerrado,TOCerrado,Byrsonima cydoniifolia
TO,Cerrado,TOCerrado,Tachigali vulgaris
TO,Cerrado,TOCerrado,Combretum duarteanum
TO,Cerrado,TOCerrado,Terminalia corrugata
TO,Cerrado,TOCerrado,Magonia pubescens
TO,Cerrado,TOCerrado,Handroanthus ochraceus
TO,Cerrado,TOCerrado,Caryocar brasiliense
TO,Cerrado,TOCerrado,Tachigali aurea
TO,Cerrado,TOCerrado,Simarouba versicolor
TO,Cerrado,TOCerrado,Dalbergia miscolobium
TO,Cerrado,TOCerrado,Dimorphandra mollis
TO,Cerrado,TOCerrado,Terminalia fagifolia
